ENSG00000186092.6	OR4F5
ENSG00000173389.16	IQCF1
ENSG00000114767.7	RRP9
ENSG00000041880.14	PARP3
ENSG00000180929.6	GPR62
ENSG00000090097.21	PCBP4
ENSG00000114779.19	ABHD14B
ENSG00000248487.9	ABHD14A
ENSG00000114786.16	ABHD14A-ACY1
ENSG00000243989.9	ACY1
ENSG00000162244.11	RPL29
ENSG00000164086.10	DUSP7
ENSG00000164087.7	POC1A
ENSG00000023330.15	ALAS1
ENSG00000239732.3	TLR9
ENSG00000173366.11	AC097637.1
ENSG00000247596.9	TWF2
ENSG00000164088.18	PPM1M
ENSG00000164091.12	WDR82
ENSG00000168237.18	GLYCTK
ENSG00000114841.17	DNAH1
ENSG00000163930.10	BAP1
ENSG00000010318.21	PHF7
ENSG00000010319.6	SEMA3G
ENSG00000114854.7	TNNC1
ENSG00000010322.16	NISCH
ENSG00000010327.10	STAB1
ENSG00000168268.11	NT5DC2
ENSG00000168273.8	SMIM4
ENSG00000163939.18	PBRM1
ENSG00000163938.17	GNL3
ENSG00000016864.18	GLT8D1
ENSG00000114902.14	SPCS1
ENSG00000114904.13	NEK4
ENSG00000055957.11	ITIH1
ENSG00000162267.12	ITIH3
ENSG00000055955.16	ITIH4
ENSG00000243696.5	AC006254.1
ENSG00000272573.6	MUSTN1
ENSG00000248592.7	STIMATE-MUSTN1
ENSG00000213533.12	STIMATE
ENSG00000163935.14	SFMBT1
ENSG00000272305.5	AC096887.1
ENSG00000163933.10	RFT1
ENSG00000163932.15	PRKCD
ENSG00000163931.16	TKT
ENSG00000272886.6	DCP1A
ENSG00000157388.18	CACNA1D
ENSG00000016391.11	CHDH
ENSG00000056736.10	IL17RB
ENSG00000113812.14	ACTR8
ENSG00000113811.11	SELENOK
ENSG00000157445.15	CACNA2D3
ENSG00000144771.8	LRTM1
ENSG00000114251.14	WNT5A
ENSG00000187672.13	ERC2
ENSG00000180376.16	CCDC66
ENSG00000163946.13	TASOR
ENSG00000163947.11	ARHGEF3
ENSG00000186451.2	SPATA12
ENSG00000144730.18	IL17RD
ENSG00000163666.10	HESX1
ENSG00000157500.12	APPL1
ENSG00000239388.8	ASB14
ENSG00000174844.14	DNAH12
ENSG00000174840.9	PDE12
ENSG00000168374.11	ARF4
ENSG00000174839.13	DENND6A
ENSG00000163681.15	SLMAP
ENSG00000136068.14	FLNB
ENSG00000163687.13	DNASE1L3
ENSG00000163686.14	ABHD6
ENSG00000163684.11	RPP14
ENSG00000255154.7	HTD2
ENSG00000168297.15	PXK
ENSG00000168291.13	PDHB
ENSG00000168301.13	KCTD6
ENSG00000168306.13	ACOX2
ENSG00000168309.18	FAM107A
ENSG00000198643.7	FAM3D
ENSG00000163689.20	C3orf67
ENSG00000189283.10	FHIT
ENSG00000144724.20	PTPRG
ENSG00000114405.10	C3orf14
ENSG00000153266.12	FEZF2
ENSG00000163618.18	CADPS
ENSG00000163630.11	SYNPR
ENSG00000188817.7	SNTN
ENSG00000163632.13	C3orf49
ENSG00000163634.12	THOC7
ENSG00000285258.1	ATXN7
ENSG00000163635.18	ATXN7
ENSG00000163636.10	PSMD6
ENSG00000163637.13	PRICKLE2
ENSG00000163638.13	ADAMTS9
ENSG00000151276.23	MAGI1
ENSG00000144741.17	SLC25A26
ENSG00000144749.13	LRIG1
ENSG00000163376.11	KBTBD8
ENSG00000172340.14	SUCLG2
ENSG00000183662.11	TAFA1
ENSG00000163377.16	TAFA4
ENSG00000163378.14	EOGT
ENSG00000144747.17	TMF1
ENSG00000144744.17	UBA3
ENSG00000144746.7	ARL6IP5
ENSG00000163380.15	LMOD3
ENSG00000114541.15	FRMD4B
ENSG00000187098.15	MITF
ENSG00000242120.3	MDFIC2
ENSG00000114861.20	FOXP1
ENSG00000285708.1	AC097634.4
ENSG00000163412.13	EIF4E3
ENSG00000170837.2	GPR27
ENSG00000163421.9	PROK2
ENSG00000163602.10	RYBP
ENSG00000144736.14	SHQ1
ENSG00000172986.12	GXYLT2
ENSG00000163605.14	PPP4R2
ENSG00000255423.1	EBLN2
ENSG00000121440.15	PDZRN3
ENSG00000113805.8	CNTN3
ENSG00000172969.7	FRG2C
ENSG00000227124.10	ZNF717
ENSG00000185008.17	ROBO2
ENSG00000169855.20	ROBO1
ENSG00000114480.13	GBE1
ENSG00000175161.13	CADM2
ENSG00000206538.9	VGLL3
ENSG00000083937.9	CHMP2B
ENSG00000064835.10	POU1F1
ENSG00000179097.5	HTR1F
ENSG00000163320.11	CGGBP1
ENSG00000175105.7	ZNF654
ENSG00000179021.10	C3orf38
ENSG00000283434.1	CSNKA2IP
ENSG00000044524.11	EPHA3
ENSG00000184500.15	PROS1
ENSG00000169379.15	ARL13B
ENSG00000178750.3	STX19
ENSG00000178700.7	DHFR2
ENSG00000178694.10	NSUN3
ENSG00000269028.3	MTRNR2L12
ENSG00000080224.17	EPHA6
ENSG00000113966.10	ARL6
ENSG00000080200.10	CRYBG3
ENSG00000170854.18	RIOX2
ENSG00000183185.9	GABRR3
ENSG00000196578.4	OR5AC2
ENSG00000231192.2	OR5H1
ENSG00000236032.3	OR5H14
ENSG00000233412.5	OR5H15
ENSG00000230301.6	OR5H6
ENSG00000197938.5	OR5H2
ENSG00000196098.2	OR5K4
ENSG00000206536.1	OR5K3
ENSG00000232382.2	OR5K1
ENSG00000231861.2	OR5K2
ENSG00000080822.17	CLDND1
ENSG00000285635.1	AC021660.3
ENSG00000154165.5	GPR15
ENSG00000080819.9	CPOX
ENSG00000064225.12	ST3GAL6
ENSG00000057019.16	DCBLD2
ENSG00000144810.16	COL8A1
ENSG00000184220.12	CMSS1
ENSG00000168386.18	FILIP1L
ENSG00000036054.13	TBC1D23
ENSG00000114021.12	NIT2
ENSG00000154174.7	TOMM70
ENSG00000206535.8	LNP1
ENSG00000181458.10	TMEM45A
ENSG00000144820.8	ADGRG7
ENSG00000114354.14	TFG
ENSG00000154175.17	ABI3BP
ENSG00000081148.12	IMPG2
ENSG00000138468.16	SENP7
ENSG00000174173.7	TRMT10C
ENSG00000081154.11	PCNP
ENSG00000066422.4	ZBTB11
ENSG00000114391.13	RPL24
ENSG00000182504.11	CEP97
ENSG00000144815.16	NXPE3
ENSG00000144802.11	NFKBIZ
ENSG00000170044.8	ZPLD1
ENSG00000170017.12	ALCAM
ENSG00000114423.22	CBLB
ENSG00000138483.2	CCDC54
ENSG00000114439.19	BBX
ENSG00000196776.16	CD47
ENSG00000114446.5	IFT57
ENSG00000114455.13	HHLA2
ENSG00000144821.9	MYH15
ENSG00000163507.14	CIP2A
ENSG00000198919.13	DZIP3
ENSG00000163515.6	RETNLB
ENSG00000163519.13	TRAT1
ENSG00000138472.11	GUCA1C
ENSG00000114487.9	MORC1
ENSG00000241224.7	C3orf85
ENSG00000163530.4	DPPA2
ENSG00000121570.12	DPPA4
ENSG00000177707.11	NECTIN3
ENSG00000153283.12	CD96
ENSG00000177494.6	ZBED2
ENSG00000240891.7	PLCXD2
ENSG00000144824.20	PHLDB2
ENSG00000144827.9	ABHD10
ENSG00000144834.14	TAGLN3
ENSG00000176040.13	TMPRSS7
ENSG00000114529.12	C3orf52
ENSG00000174500.13	GCSAM
ENSG00000172139.15	SLC9C1
ENSG00000091972.18	CD200
ENSG00000186265.10	BTLA
ENSG00000144848.10	ATG3
ENSG00000138459.9	SLC35A5
ENSG00000091986.15	CCDC80
ENSG00000206531.10	CD200R1L
ENSG00000163606.11	CD200R1
ENSG00000163607.15	GTPBP8
ENSG00000163608.15	NEPRO
ENSG00000144857.14	BOC
ENSG00000206530.11	CFAP44
ENSG00000285943.1	AC112128.1
ENSG00000163611.11	SPICE1
ENSG00000072858.10	SIDT1
ENSG00000176542.10	USF3
ENSG00000121579.13	NAA50
ENSG00000114573.10	ATP6V1A
ENSG00000178075.20	GRAMD1C
ENSG00000184307.15	ZDHHC23
ENSG00000163617.11	CCDC191
ENSG00000151576.10	QTRT2
ENSG00000151577.12	DRD3
ENSG00000174255.6	ZNF80
ENSG00000181847.12	TIGIT
ENSG00000181722.16	ZBTB20
ENSG00000172020.12	GAP43
ENSG00000185565.12	LSAMP
ENSG00000144847.12	IGSF11
ENSG00000163424.9	TEX55
ENSG00000251012.2	AC083800.1
ENSG00000114638.8	UPK1B
ENSG00000121578.13	B4GALT4
ENSG00000031081.10	ARHGAP31
ENSG00000176142.13	TMEM39A
ENSG00000163389.12	POGLUT1
ENSG00000113845.9	TIMMDC1
ENSG00000121594.12	CD80
ENSG00000144843.11	ADPRH
ENSG00000144837.9	PLA1A
ENSG00000121577.13	POPDC2
ENSG00000138495.6	COX17
ENSG00000183833.16	MAATS1
ENSG00000285585.1	AC069444.2
ENSG00000144852.17	NR1I2
ENSG00000082701.15	GSK3B
ENSG00000175697.10	GPR156
ENSG00000163428.4	LRRC58
ENSG00000163430.12	FSTL1
ENSG00000065518.8	NDUFB4
ENSG00000113924.12	HGD
ENSG00000144840.9	RABL3
ENSG00000153767.10	GTF2E1
ENSG00000145087.12	STXBP5L
ENSG00000051341.14	POLQ
ENSG00000186103.4	ARGFX
ENSG00000163833.8	FBXO40
ENSG00000180353.11	HCLS1
ENSG00000173230.15	GOLGB1
ENSG00000173226.17	IQCB1
ENSG00000145088.9	EAF2
ENSG00000163406.11	SLC15A2
ENSG00000145103.15	ILDR1
ENSG00000114013.16	CD86
ENSG00000036828.16	CASR
ENSG00000121552.4	CSTA
ENSG00000160124.9	CCDC58
ENSG00000114023.15	FAM162A
ENSG00000196981.3	WDR5B
ENSG00000114030.13	KPNA1
ENSG00000138496.16	PARP9
ENSG00000163840.10	DTX3L
ENSG00000173200.13	PARP15
ENSG00000173193.15	PARP14
ENSG00000169087.11	HSPBAP1
ENSG00000138463.9	SLC49A4
ENSG00000082684.15	SEMA5B
ENSG00000065485.20	PDIA5
ENSG00000121542.12	SEC22A
ENSG00000173175.14	ADCY5
ENSG00000206527.10	HACD2
ENSG00000065534.18	MYLK
ENSG00000175455.15	CCDC14
ENSG00000065371.17	ROPN1
ENSG00000160145.15	KALRN
ENSG00000114491.14	UMPS
ENSG00000082781.12	ITGB5
ENSG00000173702.7	MUC13
ENSG00000173706.14	HEG1
ENSG00000221955.10	SLC12A8
ENSG00000163848.19	ZNF148
ENSG00000114520.11	SNX4
ENSG00000144909.8	OSBPL11
ENSG00000189366.9	ALG1L
ENSG00000114547.10	ROPN1B
ENSG00000114544.16	SLC41A3
ENSG00000144908.13	ALDH1L1
ENSG00000163884.4	KLF15
ENSG00000163885.12	CFAP100
ENSG00000070476.15	ZXDC
ENSG00000159650.9	UROC1
ENSG00000180767.9	CHST13
ENSG00000180697.9	C3orf22
ENSG00000197763.16	TXNRD3
ENSG00000159685.10	CHCHD6
ENSG00000114554.11	PLXNA1
ENSG00000214324.5	C3orf56
ENSG00000239620.2	PRR20G
ENSG00000163870.15	TPRA1
ENSG00000073111.14	MCM2
ENSG00000114631.11	PODXL2
ENSG00000114626.18	ABTB1
ENSG00000074416.14	MGLL
ENSG00000187715.13	KBTBD12
ENSG00000058262.10	SEC61A1
ENSG00000175792.11	RUVBL1
ENSG00000132394.11	EEFSEC
ENSG00000179407.3	DNAJB8
ENSG00000179348.11	GATA2
ENSG00000163902.12	RPN1
ENSG00000075785.12	RAB7A
ENSG00000177646.19	ACAD9
ENSG00000114656.12	KIAA1257
ENSG00000114654.7	EFCC1
ENSG00000169704.4	GP9
ENSG00000172780.16	RAB43
ENSG00000261796.1	ISY1-RAB43
ENSG00000240682.9	ISY1
ENSG00000169714.16	CNBP
ENSG00000181789.14	COPG1
ENSG00000183624.14	HMCES
ENSG00000184897.6	H1FX
ENSG00000172771.12	EFCAB12
ENSG00000129071.9	MBD4
ENSG00000163913.11	IFT122
ENSG00000163914.4	RHO
ENSG00000178804.7	H1FOO
ENSG00000004399.12	PLXND1
ENSG00000172765.17	TMCC1
ENSG00000170893.4	TRH
ENSG00000251287.8	ALG1L2
ENSG00000172752.14	COL6A5
ENSG00000206384.10	COL6A6
ENSG00000196455.8	PIK3R4
ENSG00000017260.19	ATP2C1
ENSG00000034533.11	ASTE1
ENSG00000114670.14	NEK11
ENSG00000198585.11	NUDT16
ENSG00000114686.9	MRPL3
ENSG00000196353.11	CPNE4
ENSG00000014257.16	ACPP
ENSG00000138246.17	DNAJC13
ENSG00000240303.8	ACAD11
ENSG00000274810.4	NPHP3-ACAD11
ENSG00000129048.6	ACKR4
ENSG00000081307.12	UBA5
ENSG00000113971.20	NPHP3
ENSG00000144868.13	TMEM108
ENSG00000170819.4	BFSP2
ENSG00000091527.15	CDV3
ENSG00000163781.13	TOPBP1
ENSG00000091513.16	TF
ENSG00000144867.11	SRPRB
ENSG00000154917.11	RAB6B
ENSG00000174640.13	SLCO2A1
ENSG00000163785.12	RYK
ENSG00000114019.14	AMOTL2
ENSG00000129055.12	ANAPC13
ENSG00000182923.17	CEP63
ENSG00000154928.18	EPHB1
ENSG00000174611.12	KY
ENSG00000073711.11	PPP2R3A
ENSG00000174579.4	MSL2
ENSG00000114054.14	PCCB
ENSG00000118007.13	STAG1
ENSG00000168917.9	SLC35G2
ENSG00000158092.7	NCK1
ENSG00000174564.13	IL20RB
ENSG00000168875.2	SOX14
ENSG00000066405.13	CLDN18
ENSG00000158163.15	DZIP1L
ENSG00000118017.3	A4GNT
ENSG00000138231.12	DBR1
ENSG00000114098.17	ARMC8
ENSG00000181322.14	NME9
ENSG00000158186.13	MRAS
ENSG00000158220.14	ESYT3
ENSG00000114107.9	CEP70
ENSG00000158234.12	FAIM
ENSG00000051382.8	PIK3CB
ENSG00000183770.7	FOXL2
ENSG00000206262.9	FOXL2NB
ENSG00000206260.3	PRR23A
ENSG00000175110.11	MRPS22
ENSG00000184814.5	PRR23B
ENSG00000233701.3	PRR23C
ENSG00000184432.10	COPB2
ENSG00000114113.6	RBP2
ENSG00000114115.9	RBP1
ENSG00000163864.17	NMNAT3
ENSG00000158258.16	CLSTN2
ENSG00000155890.4	TRIM42
ENSG00000114120.12	SLC25A36
ENSG00000175093.5	SPSB4
ENSG00000155893.13	PXYLP1
ENSG00000177311.11	ZBTB38
ENSG00000155903.11	RASA2
ENSG00000114125.14	RNF7
ENSG00000285558.1	AC112504.2
ENSG00000114124.2	GRK7
ENSG00000069849.11	ATP1B3
ENSG00000114126.17	TFDP2
ENSG00000175066.16	GK5
ENSG00000114127.10	XRN1
ENSG00000175054.16	ATR
ENSG00000120756.13	PLS1
ENSG00000144935.15	TRPC1
ENSG00000163710.9	PCOLCE2
ENSG00000188582.8	PAQR9
ENSG00000163714.17	U2SURP
ENSG00000175040.6	CHST2
ENSG00000181804.15	SLC9A9
ENSG00000181744.8	DIPK2A
ENSG00000152952.12	PLOD2
ENSG00000114698.15	PLSCR4
ENSG00000163746.11	PLSCR2
ENSG00000188313.13	PLSCR1
ENSG00000231213.6	PLSCR5
ENSG00000174963.17	ZIC4
ENSG00000152977.10	ZIC1
ENSG00000144891.17	AGTR1
ENSG00000153002.12	CPB1
ENSG00000163751.4	CPA3
ENSG00000163754.17	GYG1
ENSG00000071794.16	HLTF
ENSG00000163755.8	HPS3
ENSG00000047457.14	CP
ENSG00000163762.7	TM4SF18
ENSG00000169908.12	TM4SF1
ENSG00000169903.6	TM4SF4
ENSG00000018408.14	WWTR1
ENSG00000114744.9	COMMD2
ENSG00000206199.10	ANKUB1
ENSG00000082996.19	RNF13
ENSG00000070087.14	PFN2
ENSG00000196428.12	TSC22D2
ENSG00000120742.11	SERP1
ENSG00000144895.12	EIF2A
ENSG00000198843.13	SELENOT
ENSG00000163645.15	ERICH6
ENSG00000181788.4	SIAH2
ENSG00000214237.10	MINDY4B
ENSG00000260234.5	AC020636.2
ENSG00000163646.11	CLRN1
ENSG00000144893.12	MED12L
ENSG00000174946.6	GPR171
ENSG00000174944.9	P2RY14
ENSG00000138271.5	GPR87
ENSG00000181631.7	P2RY13
ENSG00000169313.9	P2RY12
ENSG00000152580.8	IGSF10
ENSG00000197953.5	AADACL2
ENSG00000114771.14	AADAC
ENSG00000198829.6	SUCNR1
ENSG00000152601.17	MBNL1
ENSG00000169860.7	P2RY1
ENSG00000181467.4	RAP2B
ENSG00000114790.13	ARHGEF26
ENSG00000174953.14	DHX36
ENSG00000174948.6	GPR149
ENSG00000196549.10	MME
ENSG00000240045.2	STRIT1
ENSG00000114805.17	PLCH1
ENSG00000174928.16	C3orf33
ENSG00000284952.1	AC104472.3
ENSG00000169359.16	SLC33A1
ENSG00000163655.16	GMPS
ENSG00000169282.17	KCNAB1
ENSG00000114850.6	SSR3
ENSG00000163659.13	TIPARP
ENSG00000197980.13	LEKR1
ENSG00000163660.11	CCNL1
ENSG00000197415.12	VEPH1
ENSG00000163661.4	PTX3
ENSG00000174899.11	PQLC2L
ENSG00000168779.19	SHOX2
ENSG00000174891.13	RSRC1
ENSG00000178053.18	MLF1
ENSG00000168827.14	GFM1
ENSG00000079257.8	LXN
ENSG00000118849.10	RARRES1
ENSG00000118855.19	MFSD1
ENSG00000283154.2	IQCJ-SCHIP1
ENSG00000214216.10	IQCJ
ENSG00000151967.18	SCHIP1
ENSG00000168811.7	IL12A
ENSG00000180044.5	C3orf80
ENSG00000248710.1	AC079594.2
ENSG00000068885.15	IFT80
ENSG00000113810.16	SMC4
ENSG00000213186.8	TRIM59
ENSG00000186432.9	KPNA4
ENSG00000179674.3	ARL14
ENSG00000163590.14	PPM1L
ENSG00000169255.15	B3GALNT1
ENSG00000169251.12	NMD3
ENSG00000196542.8	SPTSSB
ENSG00000182447.4	OTOL1
ENSG00000090402.8	SI
ENSG00000121871.4	SLITRK3
ENSG00000114200.10	BCHE
ENSG00000169064.12	ZBBX
ENSG00000114204.14	SERPINI2
ENSG00000174776.11	WDR49
ENSG00000114209.15	PDCD10
ENSG00000163536.12	SERPINI1
ENSG00000173905.8	GOLIM4
ENSG00000085276.18	MECOM
ENSG00000184378.3	ACTRT3
ENSG00000085274.15	MYNN
ENSG00000171757.15	LRRC34
ENSG00000188306.6	LRRIQ4
ENSG00000114248.9	LRRC31
ENSG00000187033.9	SAMD7
ENSG00000008952.17	SEC62
ENSG00000173890.17	GPR160
ENSG00000173889.16	PHC3
ENSG00000163558.13	PRKCI
ENSG00000136603.14	SKIL
ENSG00000013297.11	CLDN11
ENSG00000285218.1	AC026316.4
ENSG00000013293.6	SLC7A14
ENSG00000163584.18	RPL22L1
ENSG00000163577.8	EIF5A2
ENSG00000163581.14	SLC2A2
ENSG00000154310.17	TNIK
ENSG00000075651.16	PLD1
ENSG00000186329.9	TMEM212
ENSG00000075420.13	FNDC3B
ENSG00000121853.3	GHSR
ENSG00000121858.11	TNFSF10
ENSG00000144959.10	NCEH1
ENSG00000114346.13	ECT2
ENSG00000144962.7	SPATA16
ENSG00000169760.17	NLGN1
ENSG00000177694.16	NAALADL2
ENSG00000177565.16	TBL1XR1
ENSG00000197584.12	KCNMB2
ENSG00000275163.1	AC117457.1
ENSG00000172667.11	ZMAT3
ENSG00000121879.5	PIK3CA
ENSG00000171121.16	KCNMB3
ENSG00000121864.10	ZNF639
ENSG00000171109.19	MFN1
ENSG00000114450.10	GNB4
ENSG00000136518.17	ACTL6A
ENSG00000136522.13	MRPL47
ENSG00000136521.13	NDUFB5
ENSG00000058056.9	USP13
ENSG00000114757.19	PEX5L
ENSG00000163728.11	TTC14
ENSG00000284862.3	CCDC39
ENSG00000114416.18	FXR1
ENSG00000205981.8	DNAJC19
ENSG00000181449.4	SOX2
ENSG00000058063.16	ATP11B
ENSG00000043093.14	DCUN1D1
ENSG00000078070.13	MCCC1
ENSG00000078081.8	LAMP3
ENSG00000053524.12	MCF2L2
ENSG00000176597.12	B3GNT5
ENSG00000172578.12	KLHL6
ENSG00000114796.16	KLHL24
ENSG00000163872.16	YEATS2
ENSG00000283765.1	AC131160.1
ENSG00000180834.7	MAP6D1
ENSG00000175193.13	PARL
ENSG00000114770.17	ABCC5
ENSG00000186090.10	HTR3D
ENSG00000178084.1	HTR3C
ENSG00000186038.9	HTR3E
ENSG00000145191.15	EIF2B5
ENSG00000161202.20	DVL3
ENSG00000161203.13	AP2M1
ENSG00000161204.11	ABCF3
ENSG00000145198.14	VWA5B2
ENSG00000214160.9	ALG3
ENSG00000284753.1	EEF1AKMT4
ENSG00000284917.1	ECE2
ENSG00000163888.4	CAMK2N2
ENSG00000145194.18	ECE2
ENSG00000175166.17	PSMD2
ENSG00000114867.20	EIF4G1
ENSG00000175182.15	FAM131A
ENSG00000114859.16	CLCN2
ENSG00000163882.9	POLR2H
ENSG00000090534.20	THPO
ENSG00000090539.15	CHRD
ENSG00000182580.3	EPHB3
ENSG00000177383.4	MAGEF1
ENSG00000156931.15	VPS8
ENSG00000187068.3	C3orf70
ENSG00000113790.11	EHHADH
ENSG00000073803.14	MAP3K13
ENSG00000163900.11	TMEM41A
ENSG00000163898.10	LIPH
ENSG00000163904.13	SENP2
ENSG00000073792.15	IGF2BP2
ENSG00000136527.18	TRA2B
ENSG00000244405.8	ETV5
ENSG00000058866.15	DGKG
ENSG00000213139.8	CRYGS
ENSG00000113838.13	TBCCD1
ENSG00000090520.11	DNAJB11
ENSG00000283149.1	AC068631.2
ENSG00000145192.13	AHSG
ENSG00000090512.11	FETUB
ENSG00000113905.4	HRG
ENSG00000113889.14	KNG1
ENSG00000156976.17	EIF4A2
ENSG00000163918.10	RFC4
ENSG00000181092.10	ADIPOQ
ENSG00000073849.15	ST6GAL1
ENSG00000163923.10	RPL39L
ENSG00000175077.5	RTP1
ENSG00000127241.16	MASP1
ENSG00000136514.3	RTP4
ENSG00000157005.4	SST
ENSG00000198471.1	RTP2
ENSG00000113916.18	BCL6
ENSG00000285938.1	AC072022.2
ENSG00000145012.13	LPP
ENSG00000188001.10	TPRG1
ENSG00000073282.13	TP63
ENSG00000090530.10	P3H2
ENSG00000163347.6	CLDN1
ENSG00000113946.3	CLDN16
ENSG00000198398.2	TMEM207
ENSG00000196083.10	IL1RAP
ENSG00000205835.8	GMNC
ENSG00000188729.6	OSTN
ENSG00000188958.9	UTS2B
ENSG00000152492.15	CCDC50
ENSG00000253548.1	PYDC2
ENSG00000114279.13	FGF12
ENSG00000180611.7	MB21D2
ENSG00000127252.6	PLAAT1
ENSG00000187527.10	ATP13A5
ENSG00000127249.15	ATP13A4
ENSG00000198836.10	OPA1
ENSG00000114315.4	HES1
ENSG00000178772.7	CPN2
ENSG00000172061.8	LRRC15
ENSG00000178732.5	GP5
ENSG00000133657.15	ATP13A3
ENSG00000145014.17	TMEM44
ENSG00000041802.11	LSG1
ENSG00000185112.5	FAM43A
ENSG00000173950.16	XXYLT1
ENSG00000114331.14	ACAP2
ENSG00000184203.8	PPP1R2
ENSG00000189058.9	APOD
ENSG00000176945.17	MUC20
ENSG00000145113.22	MUC4
ENSG00000061938.18	TNK2
ENSG00000072274.13	TFRC
ENSG00000163958.14	ZDHHC19
ENSG00000163959.10	SLC51A
ENSG00000161217.12	PCYT1A
ENSG00000272741.1	AC069257.3
ENSG00000213123.11	TCTEX1D2
ENSG00000273331.1	TM4SF19-TCTEX1D2
ENSG00000145107.15	TM4SF19
ENSG00000163960.12	UBXN7
ENSG00000163961.4	RNF168
ENSG00000214097.5	SMCO1
ENSG00000185798.8	WDR53
ENSG00000174013.8	FBXO45
ENSG00000174004.6	NRROS
ENSG00000163964.15	PIGX
ENSG00000174007.8	CEP19
ENSG00000180370.10	PAK2
ENSG00000119231.11	SENP5
ENSG00000114503.11	NCBP2
ENSG00000270170.2	NCBP2AS2
ENSG00000119227.8	PIGZ
ENSG00000163975.12	MELTF
ENSG00000075711.21	DLG1
ENSG00000161267.12	BDH1
ENSG00000145016.16	RUBCN
ENSG00000122068.13	FYTTD1
ENSG00000186001.13	LRCH3
ENSG00000114473.14	IQCG
ENSG00000182899.17	RPL35A
ENSG00000185621.11	LMLN
ENSG00000272602.6	ZNF595
ENSG00000250312.8	ZNF718
ENSG00000186777.11	ZNF732
ENSG00000131127.14	ZNF141
ENSG00000182903.16	ZNF721
ENSG00000174227.16	PIGG
ENSG00000273238.2	TMEM271
ENSG00000133256.12	PDE6B
ENSG00000169020.10	ATP5ME
ENSG00000215375.6	MYL5
ENSG00000169026.12	SLC49A3
ENSG00000185619.18	PCGF3
ENSG00000168993.15	CPLX1
ENSG00000178950.17	GAK
ENSG00000127419.17	TMEM175
ENSG00000145214.14	DGKQ
ENSG00000145217.14	SLC26A1
ENSG00000127415.13	IDUA
ENSG00000127418.15	FGFRL1
ENSG00000178222.13	RNF212
ENSG00000159674.12	SPON2
ENSG00000159692.15	CTBP1
ENSG00000090316.16	MAEA
ENSG00000163945.16	UVSSA
ENSG00000235608.1	NKX1-1
ENSG00000174137.12	FAM53A
ENSG00000163950.13	SLBP
ENSG00000013810.19	TACC3
ENSG00000168936.11	TMEM129
ENSG00000068078.18	FGFR3
ENSG00000168924.15	LETM1
ENSG00000109685.18	NSD2
ENSG00000185049.15	NELFA
ENSG00000243449.6	C4orf48
ENSG00000185818.7	NAT8L
ENSG00000130997.16	POLN
ENSG00000214367.7	HAUS3
ENSG00000123933.17	MXD4
ENSG00000159733.13	ZFYVE28
ENSG00000206113.10	CFAP99
ENSG00000063978.16	RNF4
ENSG00000125386.15	FAM193A
ENSG00000168884.14	TNIP2
ENSG00000087266.17	SH3BP2
ENSG00000087274.17	ADD1
ENSG00000109736.15	MFSD10
ENSG00000087269.16	NOP14
ENSG00000125388.20	GRK4
ENSG00000197386.12	HTT
ENSG00000188981.11	MSANTD1
ENSG00000159788.19	RGS12
ENSG00000109758.8	HGFAC
ENSG00000175920.18	DOK7
ENSG00000163956.13	LRPAP1
ENSG00000184160.7	ADRA2C
ENSG00000163982.5	OTOP1
ENSG00000132406.12	TMEM128
ENSG00000145220.14	LYAR
ENSG00000168826.16	ZBTB49
ENSG00000168824.14	NSG1
ENSG00000168818.10	STX18
ENSG00000163132.8	MSX1
ENSG00000170891.11	CYTL1
ENSG00000152953.13	STK32B
ENSG00000173040.13	EVC2
ENSG00000072840.13	EVC
ENSG00000072832.14	CRMP1
ENSG00000181215.15	C4orf50
ENSG00000152969.19	JAKMIP1
ENSG00000284684.1	AC092442.1
ENSG00000109501.13	WFS1
ENSG00000074211.14	PPP2R2C
ENSG00000013288.8	MAN2B2
ENSG00000179010.14	MRFAP1
ENSG00000170846.17	AC093323.1
ENSG00000163993.7	S100P
ENSG00000178988.11	MRFAP1L1
ENSG00000186222.4	BLOC1S4
ENSG00000170871.12	KIAA0232
ENSG00000132405.19	TBC1D14
ENSG00000173013.5	CCDC96
ENSG00000173011.12	TADA2B
ENSG00000109519.13	GRPEL1
ENSG00000184985.16	SORCS2
ENSG00000178597.7	PSAPL1
ENSG00000196526.10	AFAP1
ENSG00000163995.20	ABLIM2
ENSG00000125089.17	SH3TC1
ENSG00000170801.10	HTRA3
ENSG00000087008.16	ACOX3
ENSG00000155275.19	TRMT44
ENSG00000155269.12	GPR78
ENSG00000109625.19	CPZ
ENSG00000215612.8	HMX1
ENSG00000229924.3	FAM90A26
ENSG00000231396.2	USP17L10
ENSG00000233136.2	USP17L11
ENSG00000227551.1	USP17L12
ENSG00000232399.3	USP17L13
ENSG00000223569.6	USP17L15
ENSG00000249104.2	USP17L17
ENSG00000250844.2	USP17L18
ENSG00000248920.2	USP17L19
ENSG00000250745.2	USP17L20
ENSG00000249811.2	USP17L21
ENSG00000248933.2	USP17L22
ENSG00000250913.2	USP17L23
ENSG00000232264.4	USP17L24
ENSG00000230430.4	USP17L25
ENSG00000229579.4	USP17L26
ENSG00000227140.3	USP17L5
ENSG00000235780.3	USP17L27
ENSG00000231051.3	USP17L28
ENSG00000231637.3	USP17L29
ENSG00000228856.3	USP17L30
ENSG00000186146.1	DEFB131A
ENSG00000109667.12	SLC2A9
