ENSMUSG00000051951.5	Xkr4
ENSMUSG00000031668.14	Eif2ak3
ENSMUSG00000051896.4	Tex37
ENSMUSG00000055874.6	Foxi3
ENSMUSG00000054474.15	Thnsl2
ENSMUSG00000054422.7	Fabp1
ENSMUSG00000055027.17	Smyd1
ENSMUSG00000053012.17	Krcc1
ENSMUSG00000053044.8	Cd8b1
ENSMUSG00000053977.13	Cd8a
ENSMUSG00000002222.14	Rmnd5a
ENSMUSG00000052656.12	Rnf103
ENSMUSG00000053119.11	Chmp3
ENSMUSG00000053470.13	Kdm3a
ENSMUSG00000052852.8	Reep1
ENSMUSG00000052962.3	Mrpl35
ENSMUSG00000052337.15	Immt
ENSMUSG00000063884.6	Ptcd3
ENSMUSG00000049553.11	Polr1a
ENSMUSG00000056091.12	St3gal5
ENSMUSG00000037621.8	Atoh8
ENSMUSG00000056370.15	Sftpb
ENSMUSG00000056305.4	Usp39
ENSMUSG00000058706.5	0610030E20Rik
ENSMUSG00000055912.8	Tmem150a
ENSMUSG00000055850.12	Rnf181
ENSMUSG00000073002.9	Vamp5
ENSMUSG00000050732.9	Vamp8
ENSMUSG00000053460.8	Ggcx
ENSMUSG00000053907.10	Mat2a
ENSMUSG00000052631.14	Sh2d6
ENSMUSG00000056737.14	Capg
ENSMUSG00000056698.11	Elmod3
ENSMUSG00000056666.13	Retsat
ENSMUSG00000056429.4	Tgoln1
ENSMUSG00000055799.13	Tcf7l1
ENSMUSG00000055239.10	Kcmf1
ENSMUSG00000079523.8	Tmsb10
ENSMUSG00000052861.13	Dnah6
ENSMUSG00000052738.14	Suclg1
ENSMUSG00000056197.6	4931417E11Rik
ENSMUSG00000072476.6	Gm9008
ENSMUSG00000063063.12	Ctnna2
ENSMUSG00000060780.2	Lrrtm1
ENSMUSG00000071356.7	Reg3b
ENSMUSG00000068341.8	Reg3d
ENSMUSG00000079516.2	Reg3a
ENSMUSG00000023140.4	Reg2
ENSMUSG00000059654.7	Reg1
ENSMUSG00000030017.2	Reg3g
ENSMUSG00000096887.2	Gm20594
ENSMUSG00000052581.13	Lrrtm4
ENSMUSG00000035125.10	Gcfc2
ENSMUSG00000030045.10	Mrpl19
ENSMUSG00000035104.14	Eva1a
ENSMUSG00000030043.11	Tacr1
ENSMUSG00000030042.15	Pole4
ENSMUSG00000000628.10	Hk2
ENSMUSG00000000627.15	Sema4f
ENSMUSG00000030041.9	M1ap
ENSMUSG00000068335.6	Dok1
ENSMUSG00000000693.10	Loxl3
ENSMUSG00000068329.12	Htra2
ENSMUSG00000068328.9	Aup1
ENSMUSG00000009145.6	Dqx1
ENSMUSG00000068327.5	Tlx2
ENSMUSG00000069678.10	Pcgf1
ENSMUSG00000034968.3	Lbx2
ENSMUSG00000107499.1	Ccdc142
ENSMUSG00000079511.8	Gm42688
ENSMUSG00000030037.9	Mrpl53
ENSMUSG00000030036.8	Mogs
ENSMUSG00000030035.14	Wbp1
ENSMUSG00000030034.11	Ino80b
ENSMUSG00000034930.16	Rtkn
ENSMUSG00000030032.12	Wdr54
ENSMUSG00000030030.5	1700003E16Rik
ENSMUSG00000031865.16	Dctn1
ENSMUSG00000068323.12	Slc4a5
ENSMUSG00000005667.8	Mthfd2
ENSMUSG00000043131.14	Mob1a
ENSMUSG00000045160.14	Bola3
ENSMUSG00000034832.15	Tet3
ENSMUSG00000014554.13	Dguok
ENSMUSG00000059430.14	Actg2
ENSMUSG00000006906.10	Stambp
ENSMUSG00000014542.3	Clec4f
ENSMUSG00000034783.7	Cd207
ENSMUSG00000034777.2	Vax2
ENSMUSG00000006269.7	Atp6v1b1
ENSMUSG00000014747.6	Ankrd53
ENSMUSG00000014748.13	Tex261
ENSMUSG00000034744.13	Nagk
ENSMUSG00000045896.14	Paip2b
ENSMUSG00000030016.14	Zfp638
ENSMUSG00000033788.15	Dysf
ENSMUSG00000063415.12	Cyp26b1
ENSMUSG00000033769.16	Exoc6b
ENSMUSG00000072952.6	Gm5878
ENSMUSG00000033735.9	Spr
ENSMUSG00000033726.8	Emx1
ENSMUSG00000033720.12	Sfxn5
ENSMUSG00000051343.11	Rab11fip5
ENSMUSG00000068302.8	Noto
ENSMUSG00000033706.13	Smyd5
ENSMUSG00000030008.9	Pradc1
ENSMUSG00000030007.8	Cct7
ENSMUSG00000047013.15	Fbxo41
ENSMUSG00000071341.4	Egr4
ENSMUSG00000063810.7	Alms1
ENSMUSG00000089694.2	Nat8f7
ENSMUSG00000051262.9	Nat8f3
ENSMUSG00000079495.2	Nat8f6
ENSMUSG00000079494.2	Nat8f5
ENSMUSG00000030004.6	Nat8
ENSMUSG00000033634.7	Nat8f2
ENSMUSG00000068299.11	Nat8f4
ENSMUSG00000057103.10	Nat8f1
ENSMUSG00000054226.13	Tprkb
ENSMUSG00000030002.15	Dusp11
ENSMUSG00000030001.4	Figla
ENSMUSG00000030000.10	Add2
ENSMUSG00000029999.14	Tgfa
ENSMUSG00000057497.8	Fam136a
ENSMUSG00000057278.8	Snrpg
ENSMUSG00000029998.14	Pcyox1
ENSMUSG00000071337.11	Tia1
ENSMUSG00000107539.1	Gm44790
ENSMUSG00000046679.16	C87436
ENSMUSG00000051695.6	Pcbp1
ENSMUSG00000033508.7	Asprv1
ENSMUSG00000001156.9	Mxd1
ENSMUSG00000001158.13	Snrnp27
ENSMUSG00000001157.13	Gmcl1
ENSMUSG00000029994.17	Anxa4
ENSMUSG00000057230.13	Aak1
ENSMUSG00000029993.16	Nfu1
ENSMUSG00000029992.14	Gfpt1
ENSMUSG00000090891.3	D6Ertd527e
ENSMUSG00000033420.12	Antxr1
ENSMUSG00000030050.4	Gkn1
ENSMUSG00000030049.5	Gkn2
ENSMUSG00000030048.5	Gkn3
ENSMUSG00000030046.6	Bmp10
ENSMUSG00000030047.14	Arhgap25
ENSMUSG00000049409.9	Prokr1
ENSMUSG00000030051.10	Aplf
ENSMUSG00000068263.11	Efcc1
ENSMUSG00000030054.4	Gp9
ENSMUSG00000030055.16	Rab43
ENSMUSG00000107928.1	Gm45140
ENSMUSG00000030056.8	Isy1
ENSMUSG00000030057.15	Cnbp
ENSMUSG00000030058.17	Copg1
ENSMUSG00000030060.14	Hmces
ENSMUSG00000044927.6	H1fx
ENSMUSG00000079477.9	Rab7
ENSMUSG00000030062.7	Rpn1
ENSMUSG00000015053.14	Gata2
ENSMUSG00000048206.6	Dnajb8
ENSMUSG00000033216.9	Eefsec
ENSMUSG00000030079.15	Ruvbl1
ENSMUSG00000030082.14	Sec61a1
ENSMUSG00000033182.12	Kbtbd12
ENSMUSG00000033174.17	Mgll
ENSMUSG00000030083.11	Abtb1
ENSMUSG00000033152.13	Podxl2
ENSMUSG00000002870.8	Mcm2
ENSMUSG00000002871.14	Tpra1
ENSMUSG00000030084.11	Plxna1
ENSMUSG00000030086.16	Chchd6
ENSMUSG00000000811.13	Txnrd3
ENSMUSG00000096051.2	Vmn1r40
ENSMUSG00000094586.4	Vmn1r41
ENSMUSG00000068232.3	Vmn1r42
ENSMUSG00000068231.5	Vmn1r43
ENSMUSG00000068234.7	Vmn1r44
ENSMUSG00000044248.4	Vmn1r45
ENSMUSG00000061653.4	Vmn1r46
ENSMUSG00000060724.2	Vmn1r47
ENSMUSG00000057592.1	Vmn1r48
ENSMUSG00000095932.3	Vmn1r49
ENSMUSG00000094553.3	Vmn1r50
ENSMUSG00000062818.7	Vmn1r51
ENSMUSG00000060816.3	Vmn1r52
ENSMUSG00000062546.4	V1ra8
ENSMUSG00000057697.2	Vmn1r53
ENSMUSG00000047203.3	Vmn1r54
ENSMUSG00000049694.13	BC048671
ENSMUSG00000056643.5	Chst13
ENSMUSG00000034456.15	Uroc1
ENSMUSG00000034430.16	Zxdc
ENSMUSG00000048794.14	Cfap100
ENSMUSG00000030087.11	Klf15
ENSMUSG00000030088.15	Aldh1l1
ENSMUSG00000030089.15	Slc41a3
ENSMUSG00000034312.14	Iqsec1
ENSMUSG00000030091.17	Nup210
ENSMUSG00000034245.10	Hdac11
ENSMUSG00000064080.12	Fbln2
ENSMUSG00000030093.7	Wnt7a
ENSMUSG00000034203.8	Chchd4
ENSMUSG00000030095.10	Tmem43
ENSMUSG00000030094.8	Xpc
ENSMUSG00000034192.5	Lsm3
ENSMUSG00000030096.8	Slc6a6
ENSMUSG00000030098.15	Grip2
ENSMUSG00000034083.16	Ccdc174
ENSMUSG00000034063.8	4930590J08Rik
ENSMUSG00000034037.14	Fgd5
ENSMUSG00000005893.14	Nr2c2
ENSMUSG00000014551.8	Mrps25
ENSMUSG00000014550.14	Rbsn
ENSMUSG00000005892.4	Trh
ENSMUSG00000030020.13	Prickle2
ENSMUSG00000030022.14	Adamts9
ENSMUSG00000048636.7	A730049H05Rik
ENSMUSG00000079462.1	Gm15737
ENSMUSG00000045095.16	Magi1
ENSMUSG00000045100.11	Slc25a26
ENSMUSG00000030029.14	Lrig1
ENSMUSG00000030031.14	Kbtbd8
ENSMUSG00000061838.7	Suclg2
ENSMUSG00000059187.12	Fam19a1
ENSMUSG00000072878.4	1700123L14Rik
ENSMUSG00000046500.8	Fam19a4
ENSMUSG00000035245.12	Eogt
ENSMUSG00000030059.15	Tmf1
ENSMUSG00000030061.16	Uba3
ENSMUSG00000035199.6	Arl6ip5
ENSMUSG00000044086.8	Lmod3
ENSMUSG00000030064.16	Frmd4b
ENSMUSG00000035158.15	Mitf
ENSMUSG00000090667.2	Gm765
ENSMUSG00000030067.17	Foxp1
ENSMUSG00000030068.4	Gm20696
ENSMUSG00000093661.1	Eif4e3
ENSMUSG00000072875.2	Gpr27
ENSMUSG00000030069.15	Prok2
ENSMUSG00000072872.3	Rybp
ENSMUSG00000035378.17	Shq1
ENSMUSG00000030074.9	Gxylt2
ENSMUSG00000052144.8	Ppp4r2
ENSMUSG00000035357.16	Pdzrn3
ENSMUSG00000030075.10	Cntn3
ENSMUSG00000030077.11	Chl1
ENSMUSG00000030092.14	Cntn6
ENSMUSG00000064293.14	Cntn4
ENSMUSG00000005364.11	Il5ra
ENSMUSG00000013736.16	Trnt1
ENSMUSG00000005362.14	Crbn
ENSMUSG00000034648.9	Lrrn1
ENSMUSG00000034639.7	Setmar
ENSMUSG00000030101.15	Sumf1
ENSMUSG00000030102.11	Itpr1
ENSMUSG00000030103.11	Bhlhe40
ENSMUSG00000030105.8	Arl8b
ENSMUSG00000030104.9	Edem1
ENSMUSG00000056755.13	Grm7
ENSMUSG00000057604.9	Lmcd1
ENSMUSG00000034387.12	Ssu2
ENSMUSG00000062694.7	Cav3
ENSMUSG00000049112.9	Oxtr
ENSMUSG00000030254.16	Rad18
ENSMUSG00000030257.16	Srgap3
ENSMUSG00000030264.14	Thumpd3
ENSMUSG00000034269.12	Setd5
ENSMUSG00000042873.11	Lhfpl4
ENSMUSG00000030269.14	Mtmr14
ENSMUSG00000030270.11	Cpne9
ENSMUSG00000001632.16	Brpf1
ENSMUSG00000030271.14	Ogg1
ENSMUSG00000030272.15	Camk1
ENSMUSG00000048930.12	Tada3
ENSMUSG00000079426.13	Arpc4
ENSMUSG00000030276.19	Ttll3
ENSMUSG00000051169.14	Rpusd3
ENSMUSG00000030278.11	Cidec
ENSMUSG00000051256.10	Jagn1
ENSMUSG00000043088.16	Il17re
ENSMUSG00000030281.16	Il17rc
ENSMUSG00000030284.11	Creld1
ENSMUSG00000045009.9	Prrt3
ENSMUSG00000030286.6	Emc3
ENSMUSG00000034023.16	Fancd2
ENSMUSG00000033963.16	Fancd2os
ENSMUSG00000033940.8	Brk1
ENSMUSG00000033933.13	Vhl
ENSMUSG00000060477.14	Irak2
ENSMUSG00000056952.13	Tatdn2
ENSMUSG00000064177.8	Ghrl
ENSMUSG00000030298.10	Sec13
ENSMUSG00000030302.16	Atp2b2
ENSMUSG00000030307.8	Slc6a11
ENSMUSG00000030310.10	Slc6a1
ENSMUSG00000053004.9	Hrh1
ENSMUSG00000030314.16	Atg7
ENSMUSG00000030315.15	Vgll4
ENSMUSG00000030316.13	Tamm41
ENSMUSG00000009394.13	Syn2
ENSMUSG00000030317.8	Timp4
ENSMUSG00000000440.12	Pparg
ENSMUSG00000042389.13	Tsen2
ENSMUSG00000068011.4	Mkrn2os
ENSMUSG00000000439.9	Mkrn2
ENSMUSG00000000441.17	Raf1
ENSMUSG00000059900.14	Tmem40
ENSMUSG00000030319.8	Cand2
ENSMUSG00000057841.5	Rpl32
ENSMUSG00000030321.15	Efcab12
ENSMUSG00000030322.12	Mbd4
ENSMUSG00000030323.13	Ift122
ENSMUSG00000030324.8	Rho
ENSMUSG00000042279.13	H1foo
ENSMUSG00000030123.15	Plxnd1
ENSMUSG00000030126.17	Tmcc1
ENSMUSG00000024104.11	Washc2
ENSMUSG00000042213.17	Zfand4
ENSMUSG00000025702.15	March8
ENSMUSG00000025701.12	Alox5
ENSMUSG00000053391.5	Olfr211
ENSMUSG00000053251.6	Olfr212
ENSMUSG00000081649.2	Olfr213
ENSMUSG00000107906.1	Gm5580
ENSMUSG00000051046.7	Olfr214
ENSMUSG00000050654.5	Olfr215
ENSMUSG00000059878.12	Zfp422
ENSMUSG00000042129.8	Rassf4
ENSMUSG00000048489.12	Depp1
ENSMUSG00000048108.13	Tmem72
ENSMUSG00000061353.11	Cxcl12
ENSMUSG00000059689.15	Zfp637
ENSMUSG00000042097.17	Zfp239
ENSMUSG00000042079.13	Hnrnpf
ENSMUSG00000004988.9	Fxyd4
ENSMUSG00000030134.11	Rasgef1a
ENSMUSG00000042042.14	Csgalnact2
ENSMUSG00000030110.13	Ret
ENSMUSG00000030138.8	Bms1
ENSMUSG00000030145.14	Zfp248
ENSMUSG00000072623.6	Zfp9
ENSMUSG00000007827.10	Ankrd26
ENSMUSG00000051331.15	Cacna1c
ENSMUSG00000041477.14	Dcp1b
ENSMUSG00000041460.14	Cacna2d4
ENSMUSG00000055003.14	Lrtm2
ENSMUSG00000030168.13	Adipor2
ENSMUSG00000030170.14	Wnt5b
ENSMUSG00000030019.6	Fbxl14
ENSMUSG00000030172.15	Erc1
ENSMUSG00000030166.14	Rad52
ENSMUSG00000045962.16	Wnk1
ENSMUSG00000041377.12	Ninj2
ENSMUSG00000041372.10	B4galnt3
ENSMUSG00000030177.14	Ccdc77
ENSMUSG00000030180.15	Kdm5a
ENSMUSG00000002897.5	Il17ra
ENSMUSG00000094626.1	Tmem121b
ENSMUSG00000058979.7	Hdhd5
ENSMUSG00000071226.11	Cecr2
ENSMUSG00000004902.7	Slc25a18
ENSMUSG00000019210.10	Atp6v1e1
ENSMUSG00000009112.4	Bcl2l13
ENSMUSG00000004446.12	Bid
ENSMUSG00000051586.16	Mical3
ENSMUSG00000067825.11	Pex26
ENSMUSG00000030137.8	Tuba8
ENSMUSG00000030107.10	Usp18
ENSMUSG00000030108.14	Slc6a13
ENSMUSG00000030109.15	Slc6a12
ENSMUSG00000040797.16	Iqsec3
ENSMUSG00000030111.9	A2m
ENSMUSG00000108022.1	Gm7298
ENSMUSG00000059908.9	Mug1
ENSMUSG00000030131.8	Mug2
ENSMUSG00000030114.8	Klrg1
ENSMUSG00000007458.14	M6pr
ENSMUSG00000040669.14	Phc1
ENSMUSG00000040649.15	Rimklb
ENSMUSG00000030116.14	Mfap5
ENSMUSG00000040627.14	Aicda
ENSMUSG00000040613.14	Apobec1
ENSMUSG00000030117.5	Gdf3
ENSMUSG00000046323.8	Dppa3
ENSMUSG00000012396.12	Nanog
ENSMUSG00000003153.10	Slc2a3
ENSMUSG00000003154.15	Foxj2
ENSMUSG00000040552.8	C3ar1
ENSMUSG00000030327.8	Necap1
ENSMUSG00000049037.8	Clec4a1
ENSMUSG00000043832.13	Clec4a3
ENSMUSG00000059639.2	Clec4a4
ENSMUSG00000030147.12	Clec4b1
ENSMUSG00000030148.15	Clec4a2
ENSMUSG00000067767.5	Clec4b2
ENSMUSG00000023349.14	Clec4n
ENSMUSG00000030144.4	Clec4d
ENSMUSG00000030142.10	Clec4e
ENSMUSG00000091260.1	Vmn2r19
ENSMUSG00000094145.2	Vmn2r20
ENSMUSG00000093820.1	Vmn2r21
ENSMUSG00000095486.2	Vmn2r22
ENSMUSG00000091620.3	Vmn2r23
ENSMUSG00000072780.3	Vmn2r24
ENSMUSG00000094672.2	Vmn2r25
ENSMUSG00000096630.2	Vmn2r26
ENSMUSG00000072778.3	Vmn2r27
ENSMUSG00000008845.9	Cd163
ENSMUSG00000079346.3	1700013D24Rik
ENSMUSG00000005069.12	Pex5
ENSMUSG00000008153.11	Clstn3
ENSMUSG00000038527.9	C1rl
ENSMUSG00000055172.10	C1ra
ENSMUSG00000038521.17	C1s1
ENSMUSG00000098470.1	C1rb
ENSMUSG00000079343.4	C1s2
ENSMUSG00000004270.13	Lpcat3
ENSMUSG00000004268.11	Emg1
ENSMUSG00000004264.17	Phb2
ENSMUSG00000004266.15	Ptpn6
ENSMUSG00000072772.3	Grcc10
ENSMUSG00000107478.1	Gm45234
ENSMUSG00000004263.15	Atn1
ENSMUSG00000004267.16	Eno2
ENSMUSG00000030125.11	Lrrc23
ENSMUSG00000038451.13	Spsb2
ENSMUSG00000023456.15	Tpi1
ENSMUSG00000038429.10	Usp5
ENSMUSG00000023505.13	Cdca3
ENSMUSG00000023439.11	Gnb3
ENSMUSG00000023191.9	P3h3
ENSMUSG00000038390.11	Gpr162
ENSMUSG00000023274.14	Cd4
ENSMUSG00000030124.2	Lag3
ENSMUSG00000030122.12	Ptms
ENSMUSG00000030120.14	Mlf2
ENSMUSG00000030127.15	Cops7a
ENSMUSG00000030329.11	Pianp
ENSMUSG00000038346.18	Zfp384
ENSMUSG00000030330.15	Ing4
ENSMUSG00000072770.9	Acrbp
ENSMUSG00000067714.13	Lpar5
ENSMUSG00000063870.12	Chd4
ENSMUSG00000038279.10	Nop2
ENSMUSG00000038271.17	Iffo1
ENSMUSG00000057666.18	Gapdh
ENSMUSG00000038252.13	Ncapd2
ENSMUSG00000030335.6	Mrpl51
ENSMUSG00000030337.16	Vamp1
ENSMUSG00000038213.7	Tapbpl
ENSMUSG00000030336.14	Cd27
ENSMUSG00000067702.5	Tuba3a
ENSMUSG00000030339.7	Ltbr
ENSMUSG00000030340.16	Scnn1a
ENSMUSG00000030341.17	Tnfrsf1a
ENSMUSG00000038167.6	Plekhg6
ENSMUSG00000030342.8	Cd9
ENSMUSG00000001930.17	Vwf
ENSMUSG00000038115.16	Ano2
ENSMUSG00000049107.13	Ntf3
ENSMUSG00000045534.4	Kcna5
ENSMUSG00000047976.4	Kcna1
ENSMUSG00000038077.7	Kcna6
ENSMUSG00000000399.10	Ndufa9
ENSMUSG00000030344.11	Akap3
ENSMUSG00000030345.16	Dyrk4
ENSMUSG00000030346.16	Rad51ap1
ENSMUSG00000030347.6	D6Wsu163e
ENSMUSG00000000183.6	Fgf6
ENSMUSG00000000182.9	Fgf23
ENSMUSG00000038028.9	Tigar
ENSMUSG00000000184.12	Ccnd2
ENSMUSG00000037997.12	Parp11
ENSMUSG00000061414.8	Cracr2a
ENSMUSG00000030350.8	Prmt8
ENSMUSG00000030351.5	Tspan11
ENSMUSG00000030352.14	Tspan9
ENSMUSG00000030353.15	Tead4
ENSMUSG00000001521.12	Tulp3
ENSMUSG00000048668.16	Rhno1
ENSMUSG00000001517.14	Foxm1
ENSMUSG00000079304.5	Tex52
ENSMUSG00000108011.1	Gm44596
ENSMUSG00000001520.12	Nrip2
ENSMUSG00000001518.12	Itfg2
ENSMUSG00000030357.10	Fkbp4
ENSMUSG00000030359.14	Pzp
ENSMUSG00000047228.9	A2ml1
ENSMUSG00000030361.16	Klrb1a
ENSMUSG00000030364.6	Clec2h
ENSMUSG00000079299.3	Klrb1
ENSMUSG00000030325.16	Klrb1c
ENSMUSG00000107872.2	Gm44511
ENSMUSG00000079298.9	Klrb1b
ENSMUSG00000090164.8	BC035044
ENSMUSG00000030365.11	Clec2i
ENSMUSG00000000248.16	Clec2g
ENSMUSG00000030154.10	Klrb1f
ENSMUSG00000030155.7	Clec2e
ENSMUSG00000030157.5	Clec2d
ENSMUSG00000030156.5	Cd69
ENSMUSG00000047720.7	4922502D21Rik
ENSMUSG00000053063.11	Clec12a
ENSMUSG00000030158.12	Clec12b
ENSMUSG00000030159.15	Clec1b
ENSMUSG00000046080.17	Clec9a
ENSMUSG00000033082.10	Clec1a
ENSMUSG00000030162.14	Olr1
ENSMUSG00000030160.7	Tmem52b
ENSMUSG00000030161.8	Gabarapl1
ENSMUSG00000050241.8	Klre1
ENSMUSG00000030165.16	Klrd1
ENSMUSG00000030149.15	Klrk1
ENSMUSG00000033027.15	Klrc3
ENSMUSG00000052736.15	Klrc2
ENSMUSG00000030167.15	Klrc1
ENSMUSG00000067610.1	Klri1
ENSMUSG00000043932.5	Klri2
ENSMUSG00000071158.9	Gm156
ENSMUSG00000014543.14	Klra17
ENSMUSG00000030173.15	Klra5
ENSMUSG00000061769.2	Klra6
ENSMUSG00000079852.4	Klra4
ENSMUSG00000089727.2	Klra8
ENSMUSG00000033024.16	Klra9
ENSMUSG00000067599.13	Klra7
ENSMUSG00000072718.6	Klra10
ENSMUSG00000067591.12	Klra3
ENSMUSG00000079853.5	Klra1
ENSMUSG00000030187.15	Klra2
ENSMUSG00000030188.12	Magohb
ENSMUSG00000032899.14	Styk1
ENSMUSG00000030189.15	Ybx3
ENSMUSG00000095577.2	Gm6619
ENSMUSG00000094113.7	5430401F13Rik
ENSMUSG00000054497.5	Tas2r130
ENSMUSG00000053389.4	Tas2r107
ENSMUSG00000057754.2	Tas2r106
ENSMUSG00000061977.2	Tas2r104
ENSMUSG00000051153.5	Tas2r105
ENSMUSG00000063478.2	Tas2r114
ENSMUSG00000067543.8	Prb1
ENSMUSG00000107874.1	Prpmp5
ENSMUSG00000030143.7	Gm8882
ENSMUSG00000059934.12	Prh1
ENSMUSG00000058295.6	Prp2
ENSMUSG00000067541.7	A630073D07Rik
ENSMUSG00000059382.2	Tas2r120
ENSMUSG00000071150.1	Tas2r121
ENSMUSG00000078280.1	Tas2r122
ENSMUSG00000071149.3	Tas2r115
ENSMUSG00000060412.2	Tas2r124
ENSMUSG00000056901.1	Tas2r102
ENSMUSG00000053217.3	Tas2r136
ENSMUSG00000058349.2	Tas2r117
ENSMUSG00000057381.1	Tas2r123
ENSMUSG00000030194.2	Tas2r116
ENSMUSG00000062952.1	Tas2r110
ENSMUSG00000056926.2	Tas2r113
ENSMUSG00000059410.5	Tas2r125
ENSMUSG00000063762.5	Tas2r129
ENSMUSG00000057699.5	Tas2r131
ENSMUSG00000062528.2	Tas2r109
ENSMUSG00000030196.3	Tas2r103
ENSMUSG00000071147.2	Tas2r140
ENSMUSG00000072704.6	Smim10l1
ENSMUSG00000055594.6	5530400C23Rik
ENSMUSG00000032758.4	Kap
ENSMUSG00000030199.16	Etv6
ENSMUSG00000030200.13	Bcl2l14
ENSMUSG00000030201.15	Lrp6
ENSMUSG00000032718.4	Mansc1
ENSMUSG00000042992.15	Borcs5
ENSMUSG00000030203.17	Dusp16
ENSMUSG00000032652.13	Crebl2
ENSMUSG00000032641.18	Gpr19
ENSMUSG00000003031.14	Cdkn1b
ENSMUSG00000090698.2	Apold1
ENSMUSG00000030204.10	Ddx47
ENSMUSG00000046733.7	Gprc5a
ENSMUSG00000030205.15	Gprc5d
ENSMUSG00000042770.8	Hebp1
ENSMUSG00000030207.15	Fam234b
ENSMUSG00000030206.13	Gsg1
ENSMUSG00000047104.5	Pbp2
ENSMUSG00000030208.15	Emp1
ENSMUSG00000030209.14	Grin2b
ENSMUSG00000094973.2	Gm8994
ENSMUSG00000045291.8	E330021D16Rik
ENSMUSG00000030213.12	Atf7ip
ENSMUSG00000030214.7	Plbd1
ENSMUSG00000042638.14	Gucy2c
ENSMUSG00000096010.2	Hist4h4
ENSMUSG00000060032.6	H2afj
ENSMUSG00000030216.12	Wbp11
ENSMUSG00000047515.8	BC049715
ENSMUSG00000043298.8	Smco3
ENSMUSG00000030217.2	Art4
ENSMUSG00000030218.2	Mgp
ENSMUSG00000030219.13	Erp27
ENSMUSG00000030220.13	Arhgdib
ENSMUSG00000064330.9	Pde6h
ENSMUSG00000030222.13	Rerg
ENSMUSG00000030223.14	Ptpro
ENSMUSG00000015766.14	Eps8
ENSMUSG00000030224.10	Strap
ENSMUSG00000030225.11	Dera
ENSMUSG00000044378.12	Slc15a5
ENSMUSG00000008540.11	Mgst1
ENSMUSG00000030226.12	Lmo3
ENSMUSG00000046717.5	Igbp1b
ENSMUSG00000092164.2	Rergl
ENSMUSG00000030228.18	Pik3c2g
ENSMUSG00000030230.15	Plcz1
ENSMUSG00000041791.6	Capza3
ENSMUSG00000030231.11	Plekha5
ENSMUSG00000030232.18	Aebp2
ENSMUSG00000041741.10	Pde3a
ENSMUSG00000030235.17	Slco1c1
ENSMUSG00000030236.10	Slco1b2
ENSMUSG00000084927.1	Gm5724
ENSMUSG00000030237.14	Slco1a4
ENSMUSG00000041698.11	Slco1a1
ENSMUSG00000079263.8	Gm6614
ENSMUSG00000079262.3	Slco1a6
ENSMUSG00000063975.13	Slco1a5
ENSMUSG00000041681.2	Iapp
ENSMUSG00000041671.13	Pyroxd1
ENSMUSG00000030243.16	Recql
ENSMUSG00000030245.10	Golt1b
ENSMUSG00000071112.12	Spx
ENSMUSG00000030244.7	Gys2
ENSMUSG00000030246.11	Ldhb
ENSMUSG00000030247.9	Kcnj8
ENSMUSG00000030249.15	Abcc9
ENSMUSG00000030282.14	Cmas
ENSMUSG00000048473.15	Sult6b2
ENSMUSG00000030283.7	St8sia1
ENSMUSG00000030279.15	C2cd5
ENSMUSG00000030275.6	Etnk1
ENSMUSG00000041540.16	Sox5
ENSMUSG00000030268.17	Bcat1
ENSMUSG00000030263.13	Lrmp
ENSMUSG00000043541.16	Casc1
ENSMUSG00000040370.13	Etfrf1
ENSMUSG00000030265.14	Kras
ENSMUSG00000054966.13	Lmntd1
ENSMUSG00000067338.6	Tuba3b
ENSMUSG00000030259.12	Rassf8
ENSMUSG00000030256.11	Bhlhe41
ENSMUSG00000030255.13	Sspn
ENSMUSG00000030287.15	Itpr2
ENSMUSG00000040250.14	Ints13
ENSMUSG00000040242.14	Fgfr1op2
ENSMUSG00000040234.16	Tm7sf3
ENSMUSG00000030291.12	Med21
ENSMUSG00000001630.13	Stk38l
ENSMUSG00000040187.15	Arntl2
ENSMUSG00000030292.10	Smco2
ENSMUSG00000016487.15	Ppfibp1
ENSMUSG00000040163.14	1700034J05Rik
ENSMUSG00000040121.5	Rep15
ENSMUSG00000040112.9	Mrps35
ENSMUSG00000072662.2	Mansc4
ENSMUSG00000040102.10	Klhl42
ENSMUSG00000048776.8	Pthlh
ENSMUSG00000030301.17	Ccdc91
ENSMUSG00000030303.15	Far2
ENSMUSG00000030304.11	Ergic2
ENSMUSG00000030306.14	Tmtc1
ENSMUSG00000040029.14	Ipo8
ENSMUSG00000030309.16	Caprin2
ENSMUSG00000039985.14	Sinhcaf
ENSMUSG00000030313.15	Dennd5b
ENSMUSG00000039958.17	Etfbkmt
ENSMUSG00000068250.13	Amn1
ENSMUSG00000032712.16	Resf1
ENSMUSG00000003452.15	Bicd1
ENSMUSG00000054753.9	AU018091
ENSMUSG00000078817.4	Nlrp12
ENSMUSG00000068566.12	Myadm
ENSMUSG00000078816.9	Prkcg
ENSMUSG00000069806.5	Cacng7
ENSMUSG00000053395.15	Cacng8
ENSMUSG00000078815.8	Cacng6
ENSMUSG00000053338.9	Tarm1
ENSMUSG00000054594.13	Oscar
ENSMUSG00000035674.13	Ndufa3
ENSMUSG00000006335.16	Tfpt
ENSMUSG00000008373.16	Prpf31
ENSMUSG00000035632.16	Cnot3
ENSMUSG00000078813.3	Leng1
ENSMUSG00000019734.16	Tmc4
ENSMUSG00000035596.14	Mboat7
